id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
1584|2003|School of Rock|Comedy, Music|en|Paramount|Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.|He just landed the gig of his life: 5th grade.|35000000.0|131282949.0
508|2003|Love Actually|Comedy, Romance, Drama|en|Working Title Films|Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.|The ultimate romantic comedy.|40000000.0|244931766.0
8273|2003|American Wedding|Comedy, Romance|en|Loumolo & Co.|With high school a distant memory, Jim and Michelle are getting married -- and in a hurry, since Jim's grandmother is sick and wants to see him walk down the aisle -- prompting Stifler to throw the ultimate bachelor party. And Jim's dad is reliable as ever, doling out advice no one wants to hear.|Forever hold your piece.|55000000.0|231449203.0
6171|2003|Dreamcatcher|Drama, Horror, Science Fiction, Thriller|en|Kasdan Pictures|Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.|A circle of friendship. A web of mystery. A pattern of fear.|68000000.0|75.0
9567|2003|Tears of the Sun|Action, Drama, War|en|Columbia Pictures|Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.|He was trained to follow orders. He became a hero by defying them.|70000000.0|85632458.0
553|2003|Dogville|Crime, Drama, Thriller|en|Yle|A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.|A quiet little town not far from here|10000000.0|16680836.0
9257|2003|S.W.A.T.|Action, Thriller, Crime|en|Original Film|Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.|You're either S.W.A.T. or you're not.|80000000.0|116643346.0
1428|2003|Once Upon a Time in Mexico|Action, Drama, Mystery|en|Troublemaker Studios|"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general."|The Time Has Come.|29000000.0|98185582.0
9506|2003|Anger Management|Comedy|en|Columbia Pictures|After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.|Feel the Love.|75000000.0|195745823.0
9480|2003|Daredevil|Fantasy, Action, Crime, Science Fiction, Thriller|en|Marvel Enterprises|He dwells in a world of eternal night, but the blackness is filled with sounds and scents, tastes and textures that most cannot perceive. Although attorney Matt Murdock is blind, his other four senses function with superhuman sharpness. By day, Murdock represents the downtrodden. At night he is Daredevil, a masked vigilante stalking the dark streets of the city, a relentless avenger of justice.|A Guardian Devil|78000000.0|179179718.0
9486|2003|Johnny English|Adventure, Action, Comedy|en|Universal Pictures|A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems.|He knows no fear. He knows no danger. He knows nothing.|40000000.0|160583018.0
153|2003|Lost in Translation|Drama, Romance, Comedy|en|American Zoetrope|Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.|Everyone wants to be found.|4000000.0|119723856.0
587|2003|Big Fish|Adventure, Fantasy, Drama|en|Columbia Pictures|Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.|An adventure as big as life itself.|70000000.0|122919055.0
6466|2003|Freddy vs. Jason|Horror|en|Yannix Technology Corporation|In an attempt to free himself from a state of forgotten limbo, evil dream-demon Freddy Krueger (Robert Englund) devises a plan to manipulate un-dead mass murderer Jason Voorhees (Ken Kirzenger) into slicing-and-dicing his way through the teenage population of Springwood.  But when the master of dreams loses control of his monster, a brutal fight to the death is the only way out in this long anticipated crossover between two of modern horror's most notorious killers!|Evil Will Battle Evil|30000000.0|114908830.0
8698|2003|The League of Extraordinary Gentlemen|Fantasy, Action, Thriller, Science Fiction|en|JD Productions|To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain.|The power of seven become a league of one.|78000000.0|179265204.0
9919|2003|How to Lose a Guy in 10 Days|Comedy, Romance|en|Paramount|An advice columnist, Andie Anderson, tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana, loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry, who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.|One of them is lying. So is the other.|50000000.0|177371441.0
9358|2003|Final Destination 2|Horror, Mystery|en|New Line Cinema|When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.|Death is like a boomerang. it keeps coming back|26000000.0|90426405.0
11635|2003|Old School|Comedy|en|The Montecito Picture Company|Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.|All the fun of college, none of the education.|24000000.0|87055349.0
9373|2003|The Texas Chainsaw Massacre|Horror|en|Focus Features|After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding killer and his family of equally psychopathic killers.|What you know about fear… doesn't even come close.|9500000.0|107071655.0
2662|2003|House of 1000 Corpses|Horror|en|Lionsgate|Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.|You'll never get out alive.|7000000.0|17949758.0
2289|2003|Cold Mountain|Adventure, Drama, History, Romance|en|Miramax|In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.|Find the strength. Find the courage. No matter what it takes... find the way home.|79000000.0|173013509.0
10028|2003|Honey|Romance, Music, Family|en|NuAmerica Entertainment|Honey Daniels dreams of making a name for herself as a hip-hop choreographer. When she's not busy hitting downtown clubs with her friends, she teaches dance classes at a nearby community center in Harlem, N.Y., as a way to keep kids off the streets. Honey thinks she's hit the jackpot when she meets a hotshot director casts her in one of his music videos. But, when he starts demanding sexual favors from her, Honey makes a decision that will change her life.|Her dream. Her terms|18000000.0|62646763.0
1278|2003|The Dreamers|Drama, Romance|en|Fiction Films|A young American studying in Paris in 1968 strikes up a friendship with a French brother and sister.|Together nothing is impossible. Together nothing is forbidden.|15000000.0|15121165.0
10330|2003|Freaky Friday|Comedy, Fantasy|en|Walt Disney Pictures|Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.|Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.|26000000.0|110230332.0
11007|2003|Cheaper by the Dozen|Comedy, Family|en|Robert Simonds Productions|The Baker brood moves to Chicago after patriarch Tom gets a job coaching football at Northwestern University, forcing his writer wife, Mary, and the couple's 12 children to make a major adjustment. The transition works well until work demands pull the parents away from home, leaving the kids bored -- and increasingly mischievous.|Growing pains? They've got twelve of them!|40000000.0|190212113.0
10159|2003|The Rundown|Adventure, Action, Comedy, Thriller|en|IM3 Entertainment|When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.|cut to the chase|85000000.0|80916492.0
470|2003|21 Grams|Drama, Crime, Thriller|en|This Is That Productions|This is the story of three gentle persons: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girl; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably—forever.|How much does life weigh?|20000000.0|60427839.0
11615|2003|The Life of David Gale|Drama, Thriller, Crime|en|Mikona Productions GmbH & Co. KG|A man against capital punishment is accused of murdering a fellow activist and is sent to death row.|The crime is clear. The truth is not.|50000000.0|38955598.0
14411|2003|Sinbad: Legend of the Seven Seas|Family, Animation, Adventure, Comedy, Fantasy, Action|en|DreamWorks Animation|The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.||60000000.0|80767884.0
10327|2003|Legally Blonde 2: Red, White & Blonde|Comedy|en|Type A Films|After Elle Woods, the eternally perky, fashionably adventurous, famously blonde Harvard Law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to Washington. As an aide for Congresswoman Victoria Rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the Hill.|Bigger. Bolder. Blonder.|45000000.0|124914842.0
14873|2003|The Jungle Book 2|Family, Animation, Adventure|en|DisneyToon Studios|Mowgli has been living in the man-village with his little stepbrother Ranjan and his best friend Shanti. But the man-cub still has that jungle rhythm in his heart, and he misses his old buddies Baloo and Bagheera. When Mowgli wanders back to the wild for some swingin' fun, he soon finds the man-eating tiger Shere Khan is lurking in the shadows and planning his revenge.|Feel the jungle beat|20000000.0|135680000.0
12279|2003|Spy Kids 3-D: Game Over|Action, Adventure, Comedy, Family, Science Fiction|en|Dimension Films|Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.|3rd Mission. 3rd Dimension.|38000000.0|197011982.0
11351|2003|Jeepers Creepers 2|Horror, Thriller|en|Jeepers Creepers II|After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.|He can taste your fear.|17000000.0|63102666.0
12090|2003|Just Married|Comedy, Romance|en|Mediastream Dritte Film GmbH & Co. Beteiligungs KG|Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.|Welcome to the honeymoon from hell.|18000000.0|101564935.0
9341|2003|The Core|Action, Thriller, Adventure, Science Fiction|en|Paramount|Geophysicist Dr. Josh Keyes discovers that an unknown force has caused the earth's inner core to stop rotating. With the planet's magnetic field rapidly deteriorating, our atmosphere literally starts to come apart at the seams with catastrophic consequences. To resolve the crisis, Keyes, along with a team of the world's most gifted scientists, travel into the earth's core. Their mission: detonate a device that will reactivate the core.|Earth has a deadline.|60000000.0|74208267.0
10623|2003|Cradle 2 the Grave|Action, Crime, Drama|en|Silver Pictures|Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.|Mortal enemies make dangerous friends.|25000000.0|56489558.0
4970|2003|Gothika|Horror, Thriller|en|Dark Castle Entertainment|After a car crash, a criminal psychologist regains consciousness only to find that she's a patient in the same mental institution that currently employs her. It seems she's been accused of murdering her husband—but she has no memory of committing the crime. As she tries to regain her memory and convince her co-workers of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt.|Because someone is dead doesn't mean they're gone.|40000000.0|141591324.0
9620|2003|Paycheck|Action, Adventure, Mystery, Science Fiction, Thriller|en|Province of British Columbia Film Incentive BC|Michael Jennings is a genius who's hired – and paid handsomely – by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid – and why he's now in hot water.|Remember the future.|60000000.0|95427515.0
9562|2003|Timeline|Action, Adventure, Science Fiction|en|Paramount|A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued.|They had to travel into the past to save the future|80000000.0|43935763.0
15708|2003|Latter Days|Drama, Comedy, Romance|en|Funny Boy Films|Christian, a hunky, 20-something, West Hollywood party boy gets more than he bargains for when he tries to seduce 19-year-old Elder Aaron Davis, a sexually confused Mormon missionary who moves into his apartment complex.|Aaron prays, Christian plays...opposites attract.|850000.0|819939.0
504|2003|Monster|Crime, Drama|en|Newmarket Films|An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer.|The first female serial killer of America|8000000.0|60378584.0
2116|2003|Out of Time|Thriller, Crime, Drama|en|Monarch Pictures|Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.|The Clock Is Ticking...|50000000.0|55495563.0
7288|2003|Duplex|Comedy|en|Miramax|When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!||40000000.0|19322135.0
10756|2003|The Haunted Mansion|Thriller, Fantasy, Comedy, Family, Mystery|en|Doom Buggy Productions|Workaholic Jim Evers and his wife/business partner Sara get a call one night from mansion owner Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, Ramsley, and a variety of residents both seen and unseen.|Check your pulse at the door... if you have one.|90000000.0|182290266.0
14926|2003|Uptown Girls|Comedy|en|Metro-Goldwyn-Mayer|Molly Gunn, the freewheeling daughter of a deceased rock legend, is forced to get a job when her manager steals her money. As nanny for precocious Ray, the oft ignored daughter of a music executive she learns what it means to be an adult while teaching Ray how to be a child.|They're about to teach each other how to act their age.|20000000.0|37095657.0
17473|2003|The Room|Drama, Romance|en|Chloe Productions|Johnny is a successful banker with great respect for and dedication to the people in his life, especially his future wife Lisa. The happy-go-lucky guy sees his world fall apart when his friends begin to betray him one-by-one.|Can you ever really trust anyone?|6000000.0|1800.0
2055|2003|Open Range|Western|en|Tig Productions|A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.|No place to run. No reason to hide.|22000000.0|68296293.0
6038|2003|Shanghai Knights|Action, Adventure, Comedy, Western|en|All Knight Productions|The dynamic duo of Chon Wang and Roy O'Bannon return for another crazy adventure. This time, they're in London to avenge the murder of Chon's father, but end up on an even bigger case. Chon's sister is there to do the same, but instead unearths a plot to kill the royal family. No one believes her, though, and it's up to Chon and Roy (who has romance on his mind) to prove her right.|A Royal Kick In The Arse.|50000000.0|88323487.0
10632|2003|The Hunted|Drama, Action, Thriller, Crime|en|Alphaville Films|In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. A former Special Operations instructor is approached and asked to apprehend Hallum—his former student—who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.|Some men should not be found.|55000000.0|34234008.0
10588|2003|The Cat in the Hat|Fantasy, Family|en|Universal Pictures|Conrad and Sally Walden are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.|Don't mess with the hat.|109000000.0|133818283.0
1996|2003|Lara Croft: Tomb Raider - The Cradle of Life|Action, Adventure, Fantasy, Thriller|en|Paramount|Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.|Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box|95000000.0|160099222.0
10708|2003|Daddy Day Care|Comedy, Family|en|Columbia Pictures|Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.|Who's your daddy?|60000000.0|164433867.0
10735|2003|What a Girl Wants|Comedy, Romance, Drama|en|Sloane Square Films|An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.|Trying to fit in. Born to stand out.|20000000.0|50700000.0
10601|2003|Peter Pan|Adventure, Fantasy, Family|en|Revolution Studios|In stifling Edwardian London, Wendy Darling mesmerizes her brothers every night with bedtime tales of swordplay, swashbuckling and the fearsome Captain Hook. But the children become the heroes of an even greater story, when Peter Pan flies into their nursery one night and leads them over moonlit rooftops through a galaxy of stars and to the lush jungles of Neverland.|All children grow up except one.|100000000.0|121975011.0
10782|2003|Basic|Action, Drama, Mystery, Thriller, Crime|en|Intermedia Films|A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.|Deception is their most deadly weapon.|50000000.0|42792561.0
10152|2003|Dumb and Dumberer: When Harry Met Lloyd|Comedy|en|New Line Cinema|This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school.|The evolution of dumb...|19000000.0|39267515.0
10923|2003|Agent Cody Banks|Action|en|Madacy Entertainment|Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.|Save the world. Get the girl. Pass math.|28000000.0|58795814.0
83|2003|Open Water|Drama, Thriller, Horror|en|Plunge Pictures LLC|Two divers are left out at sea without a boat. There’s nothing but water for miles, unless they look at what’s underneath them...|Scream all you want.|130000.0|54667954.0
8409|2003|A Man Apart|Action, Drama|en|Newman/Tooley Films|When Vetter's wife is killed in a botched hit organized by Diablo, he seeks revenge against those responsible. But in the process, Vetter and Hicks have to fight their way up the chain to get to Diablo but it's easier said than done when all Vetter can focus on is revenge.|Love changes a man. Revenge tears him apart.|36000000.0|44350926.0
10719|2003|Elf|Comedy, Family, Fantasy|en|New Line Cinema|When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.|This holiday, discover your inner elf.|32000000.0|173398518.0
1792|2003|Stuck on You|Comedy|en|Conundrum Entertainment|"In Martha's Vineyard, Mass., conjoined twins Walt and Bob Tenor make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher, decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite."|Whatever happens to the boys, one thing is certain. Nothing will ever come between them.|55000000.0|65784503.0
10715|2003|Looney Tunes: Back in Action|Animation, Comedy, Family|en|Warner Bros. Animation|Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes.|Real life has never been so animated.|80000000.0|68514844.0
11817|2003|Bulletproof Monk|Action, Comedy, Fantasy|en|Metro-Goldwyn-Mayer|A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.|A power beyond measure requires a protector without equal.|52000000.0|37713879.0
10743|2003|Confidence|Action, Comedy, Thriller, Crime, Mystery|en|Ignite Entertainment|What Jake Vig doesn't know just might get him killed. A sharp and polished grifter, Jake has just swindled thousands of dollars from the unsuspecting Lionel Dolby with the help of his crew. It becomes clear that Lionel wasn't just any mark, he was an accountant for eccentric crime boss Winston King. Jake and his crew will have to stay one step ahead of both the criminals and the cops to finally settle their debt.|It's not about the money. It's about the money.|15000000.0|23014206.0
11375|2003|Hollywood Homicide|Action, Adventure, Comedy, Thriller|en|Revolution Studios|Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.||75000000.0|51142659.0
11775|2003|Intolerable Cruelty|Crime, Comedy, Romance|en|Mike Zoss Productions|A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.|They can't keep their hands off each others assets.|60000000.0|119940815.0
11547|2003|Cabin Fever|Horror|en|Lions Gate Films|A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.|Terror… in the flesh.|1500000.0|30553395.0
11329|2003|Runaway Jury|Drama, Thriller|en|New Regency Pictures|A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.|Trials are too important to be decided by juries.|60000000.0|80154140.0
12253|2003|Biker Boyz|Action, Drama|en|DreamWorks Pictures|"A mythic motorcycle tale of father and son"", this is the story of Manuel Galloway, also known as ""the King of Cali"", the president of a motorcycle club whose members are all African-American men, mostly white-collar workers who exchange their suits and ties at night and on weekends for leather outfits and motorcycle helmets."|Survival of the fastest.|24000000.0|23510601.0
13411|2003|Malibu's Most Wanted|Comedy, Crime|en|Karz Entertainment|A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.|Ever feel like you don't belong?|15000000.0|34000000.0
11023|2003|Thirteen|Drama|en|Sound for Film|Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.|It's happening so fast.|2000000.0|4601043.0
10944|2003|In the Cut|Mystery, Thriller, Drama|en|Screen Gems|Following the gruesome murder of a young woman in her neighborhood, a self-determined woman living in New York City – as if to test the limits of her own safety – propels herself into an impossibly risky sexual liaison. Soon she grows increasingly wary about the motives of every man with whom she has contact – and about her own.|Everything you know about desire is dead wrong|12000000.0|23726793.0
10147|2003|Bad Santa|Drama, Comedy, Crime|en|Dimension Films|A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid, and the security boss discovers the plot.|He doesn't care if you're naughty or nice.|23000000.0|76488889.0
16072|2003|Gods and Generals|Drama, History, War|en|Warner Bros. Pictures|"The film centers mostly around the personal and professional life of Thomas ""Stonewall"" Jackson, a brilliant if eccentric Confederate general, from the outbreak of the American Civil War until its halfway point when Jackson is killed accidentally by his own soldiers in May 1863 during his greatest victory."|The nations heart was touched by...|56000000.0|12923936.0
10678|2003|Bringing Down the House|Comedy|en|Touchstone Pictures|"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name."|Everything he needed to know about life, she learned in prison.|20000000.0|132675402.0
9616|2003|The Order|Drama, Fantasy, Horror, Mystery, Romance, Thriller|en|N1 European Film Produktions GmbH & Co. KG|For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.|Every soul has its price.|35000000.0|11560806.0
302|2003|Swimming Pool|Crime, Thriller|en|France 2 Cinéma|In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.|On the surface, all is calm|7800000.0|22441323.0
18736|2003|The Lizzie McGuire Movie|Family, Comedy|en|Teen Life Productions|Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy with her class. And what was supposed to be only a normal trip, becomes a teenager's dream come true.|The only risk in taking an adventure is not taking it at all.|17000000.0|55534455.0
11059|2003|House of the Dead|Horror, Action, Thriller|en|Herold Productions|Set on an island off the coast, a techno rave party attracts a diverse group of college coeds and a Coast Guard officer. Soon, they discover that their X-laced escapades are to be interrupted by zombies and monsters that attack them on the ground, from the air, and in the sea, ruled by an evil entity in the House of the Dead... Prequel to the House of the Dead video games.|You won't last the night.|7000000.0|13818181.0
1807|2003|Elephant|Crime, Drama|en|HBO Films|Several ordinary high school students go through their daily routine as two others prepare for something more malevolent. The film chronicles the events surrounding a school shooting.|An ordinary high school day. Except that it's not.|3000000.0|10012022.0
4464|2003|Seabiscuit|Drama, History|en|Touchstone Pictures|True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.|The hopes of a nation rode on a long shot.|87000000.0|148336445.0
4997|2003|Wonderland|Crime|en|Lions Gate Films|On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.|Sex, drugs, murder. Welcome to L.A.|5000000.0|2466444.0
22309|2003|The Fighting Temptations|Comedy, Music, Romance|en|Paramount|Darrin Hill, a slick-talking but down-on- his-luck NYC advertising exec, returns to his hometown in Georgia to claim the inheritance his aunt left him. But before Darrin can collect the money, he must fulfill his aunt's final wish -- to create a local choir.||15000000.0|30238577.0
10934|2003|Under the Tuscan Sun|Romance, Comedy|en|Tatiale Films|After a rough divorce, Frances, a 35 year old book editor from San Francisco takes a tour of Tuscany at the urgings of her friends. On a whim she buys Bramasole, a run down villa in the Tuscan countryside and begins to piece her life together starting with the villa and finds that life sometimes has unexpected ways of giving her everything she wanted.|Life offers you a thousand chances ... all you have to do is take one.|18000000.0|58878723.0
9582|2003|A Guy Thing|Comedy, Romance|en|David Ladd Films|Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.|Boy meets girl. Boy meets girl's cousin.|20000000.0|17432163.0
